Date,Supplier,Category,Subcategory,Plant,SKU,Quantity,Unit Price,Spend,Currency,Contract Status,Payment Terms
2025-12-01,PackCo A,Packaging,Corrugated,Joinville,BOX-018,1206,4.46,5378.76,BRL,No Contract,60
2025-12-01,PackCo A,Packaging,Corrugated,Campinas,BOX-013,1106,5.02,5552.12,BRL,Active,60
2025-12-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-017,276,3.69,1018.44,BRL,Active,60
2025-12-01,EcoPack,Packaging,Corrugated,Joinville,BOX-003,848,4.51,3824.48,BRL,Active,30
2025-12-01,PackCo A,Packaging,Corrugated,Joinville,BOX-006,2227,5.23,11647.21,BRL,Active,30
2025-12-01,AlphaBox,Packaging,Corrugated,Joinville,BOX-019,1086,5.15,5592.9,BRL,Active,30
2025-12-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-002,733,3.46,2536.18,BRL,Active,30
2025-12-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-015,2285,3.01,6877.85,BRL,Active,90
2025-12-01,PrimePack,Packaging,Corrugated,Sao Paulo,BOX-005,202,4.42,892.84,BRL,Active,60
2025-12-01,PackCo A,Packaging,Corrugated,Campinas,BOX-003,2320,4.05,9396.0,BRL,No Contract,45
2025-12-01,SulCaixas,Packaging,Corrugated,Joinville,BOX-009,2974,3.83,11390.42,BRL,Active,30
2025-12-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-014,494,2.73,1348.62,BRL,Active,60
2025-12-01,EcoPack,Packaging,Corrugated,Campinas,BOX-010,2839,4.22,11980.58,BRL,Active,90
2025-12-01,PackCo A,Packaging,Corrugated,Sao Paulo,BOX-009,1845,3.32,6125.4,BRL,No Contract,60
2025-12-01,LocalFlex,Packaging,Corrugated,Joinville,BOX-015,2594,3.76,9753.44,BRL,Active,45
2025-12-01,SulCaixas,Packaging,Corrugated,Joinville,BOX-011,2808,4.66,13085.28,BRL,Active,60
2025-12-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-013,2777,4.56,12663.12,BRL,Active,90
2025-12-01,CorrugaMax,Packaging,Corrugated,Sao Paulo,BOX-017,1131,3.85,4354.35,BRL,No Contract,30
2025-12-01,CorrugaMax,Packaging,Corrugated,Curitiba,BOX-008,1833,3.16,5792.28,BRL,Active,60
2026-01-01,PackCo A,Packaging,Corrugated,Joinville,BOX-009,1111,3.67,4077.37,BRL,Active,60
2026-01-01,PackCo A,Packaging,Corrugated,Joinville,BOX-020,2196,5.01,11001.96,BRL,No Contract,30
2026-01-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-014,1757,2.71,4761.47,BRL,Active,90
2026-01-01,EcoPack,Packaging,Corrugated,Campinas,BOX-016,462,3.8,1755.6,BRL,Active,45
2026-01-01,CorrugaMax,Packaging,Corrugated,Joinville,BOX-016,1324,3.93,5203.32,BRL,Active,60
2026-01-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-014,1004,2.62,2630.48,BRL,Active,90
2026-01-01,PackCo A,Packaging,Corrugated,Joinville,BOX-009,739,3.73,2756.47,BRL,Expired,60
2026-01-01,CorrugaMax,Packaging,Corrugated,Joinville,BOX-007,2429,3.11,7554.19,BRL,Expired,60
2026-01-01,CorrugaMax,Packaging,Corrugated,Campinas,BOX-013,2739,5.4,14790.6,BRL,Active,60
2026-01-01,PrimePack,Packaging,Corrugated,Sao Paulo,BOX-011,2637,4.02,10600.74,BRL,Expired,30
2026-01-01,PackCo A,Packaging,Corrugated,Campinas,BOX-015,969,3.15,3052.35,BRL,Active,60
2026-01-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-007,844,2.6,2194.4,BRL,Active,45
2026-01-01,EcoPack,Packaging,Corrugated,Campinas,BOX-004,992,4.72,4682.24,BRL,Active,60
2026-01-01,CorrugaMax,Packaging,Corrugated,Curitiba,BOX-016,2981,3.61,10761.41,BRL,No Contract,90
2026-01-01,CorrugaMax,Packaging,Corrugated,Joinville,BOX-006,313,5.38,1683.94,BRL,No Contract,60
2026-01-01,CorrugaMax,Packaging,Corrugated,Campinas,BOX-009,780,3.83,2987.4,BRL,No Contract,60
2026-01-01,CorrugaMax,Packaging,Corrugated,Curitiba,BOX-016,2021,3.61,7295.81,BRL,Active,60
2026-01-01,LocalFlex,Packaging,Corrugated,Campinas,BOX-020,2062,5.67,11691.54,BRL,No Contract,45
2026-01-01,PackCo A,Packaging,Corrugated,Campinas,BOX-010,2669,4.04,10782.76,BRL,No Contract,60
2026-01-01,BoxBrasil,Packaging,Corrugated,Campinas,BOX-009,1681,3.57,6001.17,BRL,No Contract,90
2026-01-01,CorrugaMax,Packaging,Corrugated,Campinas,BOX-011,2702,4.43,11969.86,BRL,Active,60
2026-01-01,CorrugaMax,Packaging,Corrugated,Campinas,BOX-011,2730,4.61,12585.3,BRL,Active,45
2026-01-01,AlphaBox,Packaging,Corrugated,Curitiba,BOX-012,2547,5.01,12760.47,BRL,Active,60
2026-01-01,PackCo A,Packaging,Corrugated,Campinas,BOX-008,1869,3.24,6055.56,BRL,Expired,60
2026-01-01,PackCo A,Packaging,Corrugated,Campinas,BOX-012,1967,4.82,9480.94,BRL,Active,60
2026-01-01,PackCo A,Packaging,Corrugated,Sao Paulo,BOX-003,2379,3.91,9301.89,BRL,Active,60
2026-01-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-007,2554,2.6,6640.4,BRL,Active,60
2026-01-01,PackCo A,Packaging,Corrugated,Campinas,BOX-020,2674,5.07,13557.18,BRL,Expired,30
2026-01-01,PackCo A,Packaging,Corrugated,Campinas,BOX-007,1305,2.98,3888.9,BRL,No Contract,60
2026-01-01,PackCo A,Packaging,Corrugated,Joinville,BOX-020,2380,5.03,11971.4,BRL,No Contract,45
2026-01-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-004,1656,4.06,6723.36,BRL,Expired,45
2026-01-01,PackCo A,Packaging,Corrugated,Campinas,BOX-003,2728,4.02,10966.56,BRL,No Contract,30
2026-01-01,PackCo A,Packaging,Corrugated,Joinville,BOX-016,1982,3.8,7531.6,BRL,Active,30
2026-01-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-012,1974,4.26,8409.24,BRL,Active,30
2026-01-01,AlphaBox,Packaging,Corrugated,Sao Paulo,BOX-005,1329,5.17,6870.93,BRL,Active,60
2026-01-01,CorrugaMax,Packaging,Corrugated,Curitiba,BOX-012,236,4.72,1113.92,BRL,Active,90
2026-01-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-008,460,3.13,1439.8,BRL,Expired,45
2026-01-01,EcoPack,Packaging,Corrugated,Curitiba,BOX-010,743,4.05,3009.15,BRL,No Contract,90
2026-01-01,PackCo A,Packaging,Corrugated,Sao Paulo,BOX-005,560,4.62,2587.2,BRL,Active,90
2026-01-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-011,1581,4.19,6624.39,BRL,Active,45
2026-02-01,EcoPack,Packaging,Corrugated,Sao Paulo,BOX-016,1166,3.72,4337.52,BRL,Active,90
2026-02-01,CorrugaMax,Packaging,Corrugated,Sao Paulo,BOX-013,573,5.09,2916.57,BRL,Active,60
2026-02-01,PackCo A,Packaging,Corrugated,Sao Paulo,BOX-011,2187,4.35,9513.45,BRL,No Contract,60
2026-02-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-001,1659,2.97,4927.23,BRL,Active,30
2026-02-01,EcoPack,Packaging,Corrugated,Campinas,BOX-009,1159,3.8,4404.2,BRL,Active,60
2026-02-01,PackCo A,Packaging,Corrugated,Campinas,BOX-014,1802,2.9,5225.8,BRL,No Contract,90
2026-02-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-017,1831,3.58,6554.98,BRL,Active,45
2026-02-01,CorrugaMax,Packaging,Corrugated,Joinville,BOX-009,2288,3.7,8465.6,BRL,Active,45
2026-02-01,EcoPack,Packaging,Corrugated,Sao Paulo,BOX-017,2289,4.24,9705.36,BRL,Active,90
2026-02-01,PackCo A,Packaging,Corrugated,Joinville,BOX-003,2253,3.96,8921.88,BRL,Active,60
2026-02-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-009,2212,3.27,7233.24,BRL,No Contract,60
2026-02-01,EcoPack,Packaging,Corrugated,Joinville,BOX-018,2618,4.77,12487.86,BRL,Active,60
2026-02-01,AlphaBox,Packaging,Corrugated,Joinville,BOX-019,717,5.32,3814.44,BRL,Active,60
2026-02-01,PrimePack,Packaging,Corrugated,Curitiba,BOX-011,2930,4.25,12452.5,BRL,Active,30
2026-02-01,BoxBrasil,Packaging,Corrugated,Campinas,BOX-019,2617,4.25,11122.25,BRL,Expired,60
2026-02-01,PackCo A,Packaging,Corrugated,Campinas,BOX-007,2297,2.92,6707.24,BRL,No Contract,60
2026-02-01,SulCaixas,Packaging,Corrugated,Joinville,BOX-001,1597,3.38,5397.86,BRL,Active,60
2026-02-01,AlphaBox,Packaging,Corrugated,Curitiba,BOX-004,324,4.55,1474.2,BRL,Active,60
2026-02-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-011,427,4.1,1750.7,BRL,Active,60
2026-02-01,EcoPack,Packaging,Corrugated,Sao Paulo,BOX-014,1077,2.93,3155.61,BRL,Expired,30
2026-02-01,EcoPack,Packaging,Corrugated,Campinas,BOX-017,2802,4.27,11964.54,BRL,Active,60
2026-02-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-018,998,4.01,4001.98,BRL,No Contract,45
2026-02-01,SulCaixas,Packaging,Corrugated,Campinas,BOX-017,1248,4.0,4992.0,BRL,No Contract,90
2026-02-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-014,2441,2.56,6248.96,BRL,Active,90
2026-02-01,CorrugaMax,Packaging,Corrugated,Campinas,BOX-013,891,5.6,4989.6,BRL,No Contract,30
2026-02-01,AlphaBox,Packaging,Corrugated,Campinas,BOX-018,1729,5.01,8662.29,BRL,Active,30
2026-02-01,CorrugaMax,Packaging,Corrugated,Campinas,BOX-008,2378,3.46,8227.88,BRL,Active,45
2026-02-01,PackCo A,Packaging,Corrugated,Sao Paulo,BOX-020,1097,4.88,5353.36,BRL,Active,45
2026-02-01,SulCaixas,Packaging,Corrugated,Curitiba,BOX-015,1021,3.39,3461.19,BRL,No Contract,60
2026-02-01,EcoPack,Packaging,Corrugated,Joinville,BOX-010,2135,4.17,8902.95,BRL,No Contract,45
2026-02-01,AlphaBox,Packaging,Corrugated,Sao Paulo,BOX-006,1510,5.48,8274.8,BRL,Active,45
2026-02-01,PrimePack,Packaging,Corrugated,Campinas,BOX-007,1378,2.85,3927.3,BRL,No Contract,45
2026-02-01,PrimePack,Packaging,Corrugated,Curitiba,BOX-015,1804,2.92,5267.68,BRL,Active,90
2026-02-01,PrimePack,Packaging,Corrugated,Campinas,BOX-001,1466,3.09,4529.94,BRL,No Contract,45
2026-02-01,PackCo A,Packaging,Corrugated,Joinville,BOX-017,1176,4.11,4833.36,BRL,Active,45
2026-02-01,PrimePack,Packaging,Corrugated,Joinville,BOX-005,854,4.65,3971.1,BRL,Active,90
2026-02-01,SulCaixas,Packaging,Corrugated,Sao Paulo,BOX-016,648,3.59,2326.32,BRL,No Contract,60
2026-02-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-020,2298,4.79,11007.42,BRL,Expired,60
2026-02-01,AlphaBox,Packaging,Corrugated,Joinville,BOX-001,1742,3.89,6776.38,BRL,Active,90
2026-02-01,LocalFlex,Packaging,Corrugated,Curitiba,BOX-019,1832,4.91,8995.12,BRL,Active,45
2026-02-01,PackCo A,Packaging,Corrugated,Joinville,BOX-001,1514,3.48,5268.72,BRL,Active,90
2026-02-01,EcoPack,Packaging,Corrugated,Campinas,BOX-006,2958,5.55,16416.9,BRL,No Contract,30
2026-02-01,BoxBrasil,Packaging,Corrugated,Campinas,BOX-020,2971,4.76,14141.96,BRL,Active,45
2026-02-01,AlphaBox,Packaging,Corrugated,Sao Paulo,BOX-002,1263,4.06,5127.78,BRL,No Contract,90
2026-02-01,PrimePack,Packaging,Corrugated,Joinville,BOX-002,237,3.58,848.46,BRL,Active,45
2026-02-01,PackCo A,Packaging,Corrugated,Sao Paulo,BOX-020,2353,5.02,11812.06,BRL,Active,45
2026-02-01,SulCaixas,Packaging,Corrugated,Campinas,BOX-015,1237,3.34,4131.58,BRL,No Contract,30
2026-02-01,BoxBrasil,Packaging,Corrugated,Joinville,BOX-015,242,3.2,774.4,BRL,Active,30
2026-02-01,CorrugaMax,Packaging,Corrugated,Sao Paulo,BOX-001,1669,3.26,5440.94,BRL,Active,60
2026-03-01,PackCo A,Packaging,Corrugated,Campinas,BOX-019,630,4.55,2866.5,BRL,Active,60
2026-03-01,BoxBrasil,Packaging,Corrugated,Campinas,BOX-012,2895,4.49,12998.55,BRL,Active,45
2026-03-01,CorrugaMax,Packaging,Corrugated,Sao Paulo,BOX-010,2813,4.03,11336.39,BRL,Expired,45
2026-03-01,AlphaBox,Packaging,Corrugated,Curitiba,BOX-018,1014,4.55,4613.7,BRL,Active,45
2026-03-01,BoxBrasil,Packaging,Corrugated,Joinville,BOX-002,2900,3.46,10034.0,BRL,Active,60
2026-03-01,CorrugaMax,Packaging,Corrugated,Joinville,BOX-017,360,4.18,1504.8,BRL,Active,60
2026-03-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-020,2662,4.7,12511.4,BRL,No Contract,60
2026-03-01,PackCo A,Packaging,Corrugated,Joinville,BOX-019,1652,5.02,8293.04,BRL,Active,45
2026-03-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-004,2927,4.11,12029.97,BRL,Active,30
2026-03-01,PackCo A,Packaging,Corrugated,Joinville,BOX-002,569,3.6,2048.4,BRL,Active,45
2026-03-01,AlphaBox,Packaging,Corrugated,Campinas,BOX-008,2822,3.7,10441.4,BRL,No Contract,30
2026-03-01,AlphaBox,Packaging,Corrugated,Joinville,BOX-019,1333,5.53,7371.49,BRL,Active,60
2026-03-01,CorrugaMax,Packaging,Corrugated,Campinas,BOX-009,1647,3.85,6340.95,BRL,Active,90
2026-03-01,CorrugaMax,Packaging,Corrugated,Joinville,BOX-010,1964,4.11,8072.04,BRL,Active,30
2026-03-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-015,2258,2.89,6525.62,BRL,No Contract,90
2026-03-01,PackCo A,Packaging,Corrugated,Joinville,BOX-019,459,4.78,2194.02,BRL,Expired,30
2026-03-01,CorrugaMax,Packaging,Corrugated,Campinas,BOX-019,2298,4.76,10938.48,BRL,Active,60
2026-03-01,CorrugaMax,Packaging,Corrugated,Campinas,BOX-005,433,4.87,2108.71,BRL,Active,45
2026-03-01,PackCo A,Packaging,Corrugated,Campinas,BOX-005,1303,4.86,6332.58,BRL,No Contract,90
2026-03-01,PrimePack,Packaging,Corrugated,Curitiba,BOX-017,629,3.57,2245.53,BRL,Active,60
2026-03-01,PackCo A,Packaging,Corrugated,Joinville,BOX-013,2386,5.07,12097.02,BRL,Active,90
2026-03-01,PackCo A,Packaging,Corrugated,Joinville,BOX-008,2996,3.35,10036.6,BRL,Active,60
2026-03-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-014,1604,2.81,4507.24,BRL,Active,45
2026-03-01,EcoPack,Packaging,Corrugated,Sao Paulo,BOX-006,2459,5.31,13057.29,BRL,Active,90
2026-03-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-005,2176,4.32,9400.32,BRL,Active,45
2026-03-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-001,1080,2.86,3088.8,BRL,Active,60
2026-03-01,BoxBrasil,Packaging,Corrugated,Campinas,BOX-010,762,3.91,2979.42,BRL,No Contract,45
2026-03-01,PrimePack,Packaging,Corrugated,Curitiba,BOX-017,1277,3.74,4775.98,BRL,Active,45
2026-03-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-012,1125,4.46,5017.5,BRL,Active,45
2026-03-01,PackCo A,Packaging,Corrugated,Campinas,BOX-002,365,3.67,1339.55,BRL,No Contract,90
2026-03-01,PackCo A,Packaging,Corrugated,Campinas,BOX-009,1909,3.66,6986.94,BRL,Active,30
2026-03-01,AlphaBox,Packaging,Corrugated,Sao Paulo,BOX-012,2394,5.03,12041.82,BRL,Active,90
2026-03-01,AlphaBox,Packaging,Corrugated,Sao Paulo,BOX-017,260,4.24,1102.4,BRL,Active,45
2026-03-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-018,482,4.07,1961.74,BRL,Active,60
2026-03-01,PackCo A,Packaging,Corrugated,Joinville,BOX-009,2159,3.73,8053.07,BRL,No Contract,90
2026-03-01,EcoPack,Packaging,Corrugated,Sao Paulo,BOX-013,2212,5.26,11635.12,BRL,No Contract,30
2026-03-01,EcoPack,Packaging,Corrugated,Sao Paulo,BOX-010,2965,4.36,12927.4,BRL,Active,45
2026-03-01,EcoPack,Packaging,Corrugated,Curitiba,BOX-019,750,4.81,3607.5,BRL,Active,90
2026-03-01,EcoPack,Packaging,Corrugated,Sao Paulo,BOX-001,1539,3.49,5371.11,BRL,Active,30
2026-03-01,CorrugaMax,Packaging,Corrugated,Curitiba,BOX-014,425,2.84,1207.0,BRL,Active,30
2026-04-01,EcoPack,Packaging,Corrugated,Campinas,BOX-019,1132,5.24,5931.68,BRL,No Contract,45
2026-04-01,CorrugaMax,Packaging,Corrugated,Curitiba,BOX-014,1366,2.79,3811.14,BRL,Active,90
2026-04-01,CorrugaMax,Packaging,Corrugated,Sao Paulo,BOX-001,2936,3.26,9571.36,BRL,Active,45
2026-04-01,CorrugaMax,Packaging,Corrugated,Campinas,BOX-012,1935,4.9,9481.5,BRL,No Contract,45
2026-04-01,AlphaBox,Packaging,Corrugated,Curitiba,BOX-003,282,4.26,1201.32,BRL,Active,60
2026-04-01,CorrugaMax,Packaging,Corrugated,Joinville,BOX-008,2542,3.46,8795.32,BRL,No Contract,60
2026-04-01,EcoPack,Packaging,Corrugated,Campinas,BOX-007,1125,3.07,3453.75,BRL,No Contract,90
2026-04-01,LocalFlex,Packaging,Corrugated,Curitiba,BOX-001,973,3.74,3639.02,BRL,Expired,45
2026-04-01,CorrugaMax,Packaging,Corrugated,Campinas,BOX-015,972,3.27,3178.44,BRL,Active,30
2026-04-01,PackCo A,Packaging,Corrugated,Sao Paulo,BOX-001,1412,3.14,4433.68,BRL,Expired,60
2026-04-01,AlphaBox,Packaging,Corrugated,Curitiba,BOX-013,2012,5.26,10583.12,BRL,Active,60
2026-04-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-018,273,4.09,1116.57,BRL,Expired,60
2026-04-01,AlphaBox,Packaging,Corrugated,Campinas,BOX-012,2394,5.16,12353.04,BRL,No Contract,60
2026-04-01,EcoPack,Packaging,Corrugated,Joinville,BOX-014,2422,3.21,7774.62,BRL,Active,60
2026-04-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-012,277,4.38,1213.26,BRL,No Contract,60
2026-04-01,BoxBrasil,Packaging,Corrugated,Campinas,BOX-020,2086,4.94,10304.84,BRL,No Contract,30
2026-04-01,CorrugaMax,Packaging,Corrugated,Sao Paulo,BOX-006,2068,5.08,10505.44,BRL,Active,90
2026-04-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-009,2080,3.28,6822.4,BRL,Active,60
2026-04-01,PackCo A,Packaging,Corrugated,Sao Paulo,BOX-007,2850,2.76,7866.0,BRL,Active,45
2026-04-01,BoxBrasil,Packaging,Corrugated,Joinville,BOX-002,1921,3.48,6685.08,BRL,Active,60
2026-04-01,PackCo A,Packaging,Corrugated,Sao Paulo,BOX-013,2705,4.85,13119.25,BRL,Active,90
2026-04-01,PackCo A,Packaging,Corrugated,Campinas,BOX-011,2950,4.51,13304.5,BRL,Expired,45
2026-04-01,BoxBrasil,Packaging,Corrugated,Campinas,BOX-004,561,4.34,2434.74,BRL,Active,60
2026-04-01,CorrugaMax,Packaging,Corrugated,Campinas,BOX-004,273,4.59,1253.07,BRL,Active,30
2026-04-01,PackCo A,Packaging,Corrugated,Joinville,BOX-008,1833,3.36,6158.88,BRL,Active,90
2026-04-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-014,690,2.5,1725.0,BRL,No Contract,90
2026-04-01,EcoPack,Packaging,Corrugated,Joinville,BOX-012,1404,5.32,7469.28,BRL,No Contract,60
2026-04-01,CorrugaMax,Packaging,Corrugated,Campinas,BOX-005,1353,5.0,6765.0,BRL,Active,60
2026-04-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-009,1971,3.41,6721.11,BRL,No Contract,90
2026-04-01,PackCo A,Packaging,Corrugated,Campinas,BOX-015,1776,3.12,5541.12,BRL,Active,45
2026-04-01,PrimePack,Packaging,Corrugated,Joinville,BOX-011,1959,4.31,8443.29,BRL,Expired,60
2026-04-01,SulCaixas,Packaging,Corrugated,Joinville,BOX-012,1681,4.81,8085.61,BRL,Active,45
2026-04-01,PrimePack,Packaging,Corrugated,Campinas,BOX-016,1722,3.44,5923.68,BRL,Active,30
2026-04-01,AlphaBox,Packaging,Corrugated,Campinas,BOX-004,1970,4.73,9318.1,BRL,Active,60
2026-04-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-017,2698,3.71,10009.58,BRL,Active,60
2026-05-01,PackCo A,Packaging,Corrugated,Joinville,BOX-016,404,3.63,1466.52,BRL,No Contract,60
2026-05-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-020,2287,4.77,10908.99,BRL,Active,60
2026-05-01,EcoPack,Packaging,Corrugated,Campinas,BOX-005,1268,5.18,6568.24,BRL,No Contract,45
2026-05-01,LocalFlex,Packaging,Corrugated,Curitiba,BOX-003,569,4.19,2384.11,BRL,Active,60
2026-05-01,CorrugaMax,Packaging,Corrugated,Joinville,BOX-001,931,3.34,3109.54,BRL,Active,45
2026-05-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-017,1116,3.52,3928.32,BRL,No Contract,90
2026-05-01,CorrugaMax,Packaging,Corrugated,Curitiba,BOX-013,304,5.02,1526.08,BRL,Expired,30
2026-05-01,SulCaixas,Packaging,Corrugated,Sao Paulo,BOX-015,2009,3.35,6730.15,BRL,Active,90
2026-05-01,BoxBrasil,Packaging,Corrugated,Joinville,BOX-008,1088,3.21,3492.48,BRL,Active,60
2026-05-01,AlphaBox,Packaging,Corrugated,Campinas,BOX-001,922,3.49,3217.78,BRL,Expired,30
2026-05-01,BoxBrasil,Packaging,Corrugated,Campinas,BOX-007,1218,2.76,3361.68,BRL,Active,30
2026-05-01,SulCaixas,Packaging,Corrugated,Curitiba,BOX-012,2644,4.46,11792.24,BRL,Active,30
2026-05-01,AlphaBox,Packaging,Corrugated,Sao Paulo,BOX-015,2418,3.33,8051.94,BRL,No Contract,60
2026-05-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-018,2310,4.04,9332.4,BRL,Expired,30
2026-05-01,SulCaixas,Packaging,Corrugated,Curitiba,BOX-012,1048,4.66,4883.68,BRL,Active,45
2026-05-01,PackCo A,Packaging,Corrugated,Sao Paulo,BOX-020,2587,4.99,12909.13,BRL,Active,90
2026-05-01,PackCo A,Packaging,Corrugated,Joinville,BOX-017,248,4.03,999.44,BRL,No Contract,60
2026-05-01,BoxBrasil,Packaging,Corrugated,Campinas,BOX-014,1994,2.83,5643.02,BRL,Active,60
2026-05-01,PackCo A,Packaging,Corrugated,Sao Paulo,BOX-020,547,4.95,2707.65,BRL,Expired,60
2026-05-01,BoxBrasil,Packaging,Corrugated,Curitiba,BOX-012,1678,4.36,7316.08,BRL,Active,60
2026-05-01,CorrugaMax,Packaging,Corrugated,Joinville,BOX-014,1804,3.0,5412.0,BRL,Active,45
2026-05-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-005,662,4.37,2892.94,BRL,No Contract,60
2026-05-01,BoxBrasil,Packaging,Corrugated,Joinville,BOX-009,298,3.43,1022.14,BRL,Active,60
2026-05-01,PackCo A,Packaging,Corrugated,Joinville,BOX-009,488,3.69,1800.72,BRL,Active,60
2026-05-01,CorrugaMax,Packaging,Corrugated,Sao Paulo,BOX-004,2636,4.47,11782.92,BRL,Active,90
2026-05-01,BoxBrasil,Packaging,Corrugated,Sao Paulo,BOX-001,1791,2.98,5337.18,BRL,Active,45
2026-05-01,LocalFlex,Packaging,Corrugated,Sao Paulo,BOX-019,2384,4.98,11872.32,BRL,Expired,60
2026-05-01,EcoPack,Packaging,Corrugated,Curitiba,BOX-005,724,4.86,3518.64,BRL,Active,30
2026-05-01,PackCo A,Packaging,Corrugated,Sao Paulo,BOX-007,2846,2.78,7911.88,BRL,Active,60
2026-05-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-006,2331,4.84,11282.04,BRL,Active,45
2026-05-01,PackCo A,Packaging,Corrugated,Campinas,BOX-006,2364,4.97,11749.08,BRL,Active,45
2026-05-01,BoxBrasil,Packaging,Corrugated,Joinville,BOX-011,1236,4.12,5092.32,BRL,Active,45
2026-05-01,PackCo A,Packaging,Corrugated,Joinville,BOX-007,1792,2.85,5107.2,BRL,Expired,30
2026-05-01,CorrugaMax,Packaging,Corrugated,Joinville,BOX-014,1511,3.1,4684.1,BRL,Active,60
2026-05-01,EcoPack,Packaging,Corrugated,Campinas,BOX-012,463,5.15,2384.45,BRL,Expired,60
2026-05-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-020,2630,4.74,12466.2,BRL,Active,45
2026-05-01,BoxBrasil,Packaging,Corrugated,Campinas,BOX-014,336,2.72,913.92,BRL,Active,45
2026-05-01,PrimePack,Packaging,Corrugated,Curitiba,BOX-006,1901,4.72,8972.72,BRL,Active,90
2026-05-01,PrimePack,Packaging,Corrugated,Campinas,BOX-014,212,2.89,612.68,BRL,Active,30
2026-05-01,PrimePack,Packaging,Corrugated,Sao Paulo,BOX-004,2565,4.1,10516.5,BRL,Active,60
2026-05-01,BoxBrasil,Packaging,Corrugated,Campinas,BOX-001,2749,3.14,8631.86,BRL,Expired,60
2026-05-01,PackCo A,Packaging,Corrugated,Joinville,BOX-019,2231,4.84,10798.04,BRL,No Contract,60
2026-05-01,PackCo A,Packaging,Corrugated,Joinville,BOX-014,768,3.02,2319.36,BRL,Active,45
2026-05-01,SulCaixas,Packaging,Corrugated,Campinas,BOX-004,942,4.45,4191.9,BRL,Active,90
2026-05-01,CorrugaMax,Packaging,Corrugated,Campinas,BOX-010,2163,4.12,8911.56,BRL,Active,45
2026-06-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-002,1248,3.44,4293.12,BRL,Expired,45
2026-06-01,SulCaixas,Packaging,Corrugated,Sao Paulo,BOX-008,583,3.3,1923.9,BRL,Active,30
2026-06-01,PackCo A,Packaging,Corrugated,Curitiba,BOX-002,2064,3.68,7595.52,BRL,No Contract,90
2026-06-01,PrimePack,Packaging,Corrugated,Sao Paulo,BOX-013,2640,4.9,12936.0,BRL,No Contract,45
2026-06-01,PackCo A,Packaging,Corrugated,Sao Paulo,BOX-015,2553,3.15,8041.95,BRL,Active,90
2026-06-01,PackCo A,Packaging,Corrugated,Campinas,BOX-001,2849,3.3,9401.7,BRL,No Contract,60
2026-06-01,BoxBrasil,Packaging,Corrugated,Joinville,BOX-011,1271,4.25,5401.75,BRL,Active,45
2026-06-01,CorrugaMax,Packaging,Corrugated,Joinville,BOX-013,1949,5.4,10524.6,BRL,Active,45
2026-06-01,PackCo A,Packaging,Corrugated,Campinas,BOX-013,2419,5.1,12336.9,BRL,No Contract,90
2026-06-01,BoxBrasil,Packaging,Corrugated,Joinville,BOX-012,1758,4.69,8245.02,BRL,Active,45
2026-06-01,PrimePack,Packaging,Corrugated,Joinville,BOX-005,1675,4.63,7755.25,BRL,Active,45
